date,eeg_alpha_power,emg_rms
2022-01-01 10:12:00,115.5277,144.723
2022-01-01 10:13:00,114.9542,144.3824
2022-01-01 10:14:00,114.6066,138.1665
2022-01-01 10:15:00,115.0507,131.7605
2022-01-01 10:16:00,114.2656,128.3053
2022-01-01 10:17:00,114.1741,125.9049
2022-01-01 10:18:00,114.057,123.1749
2022-01-01 10:19:00,109.5848,120.8805
2022-01-01 10:20:00,104.4111,121.0065
2022-01-01 10:21:00,99.6129,121.3916
2022-01-01 10:22:00,96.4386,123.6692
2022-01-01 10:23:00,95.3102,124.4559
2022-01-01 10:24:00,97.8314,121.812
2022-01-01 10:25:00,96.8411,120.5575
2022-01-01 10:26:00,96.6103,120.6109
2022-01-01 10:27:00,97.2485,122.4503
2022-01-01 10:28:00,99.2362,122.68
2022-01-01 10:29:00,99.7699,124.4173
2022-01-01 10:30:00,100.4613,123.0812
2022-01-01 10:31:00,101.1043,120.7244
2022-01-01 10:32:00,102.4265,120.534
2022-01-01 10:33:00,104.0045,125.5748
2022-01-01 10:34:00,99.3898,130.1563
2022-01-01 10:35:00,96.2014,128.2844
2022-01-01 10:36:00,94.8007,127.8686
2022-01-01 10:37:00,90.9541,131.9597
2022-01-01 10:38:00,91.348,132.939
2022-01-01 10:39:00,90.7558,133.0821
2022-01-01 10:40:00,92.3711,138.1152
2022-01-01 10:41:00,91.241,144.6498
2022-01-01 10:42:00,90.3743,145.6296
2022-01-01 10:43:00,89.983,143.6765
2022-01-01 10:44:00,88.8311,146.0674
2022-01-01 10:45:00,86.7547,150.3846
2022-01-01 10:46:00,86.4725,149.539
2022-01-01 10:47:00,86.8415,149.5336
2022-01-01 10:48:00,86.5368,153.6786
2022-01-01 10:49:00,88.3559,161.0838
2022-01-01 10:50:00,90.3165,162.5727
2022-01-01 10:51:00,90.8664,160.2562
2022-01-01 10:52:00,88.6585,163.0546
2022-01-01 10:53:00,89.3929,163.1735
2022-01-01 10:54:00,90.0985,161.864
2022-01-01 10:55:00,89.0517,161.6065
2022-01-01 10:56:00,85.5989,160.1933
2022-01-01 10:57:00,86.7909,157.972
2022-01-01 10:58:00,87.975,155.2742
2022-01-01 10:59:00,87.3623,153.6823
2022-01-01 11:00:00,86.7577,152.4947
2022-01-01 11:01:00,83.21,150.5775
2022-01-01 11:02:00,83.2151,146.701
2022-01-01 11:03:00,83.7467,148.3778
2022-01-01 11:04:00,85.7159,151.6305
2022-01-01 11:05:00,83.8353,153.0072
2022-01-01 11:06:00,83.5548,155.3932
2022-01-01 11:07:00,82.8672,154.7117
2022-01-01 11:08:00,83.5943,153.7194
2022-01-01 11:09:00,84.2669,156.9036
2022-01-01 11:10:00,84.1387,161.7419
2022-01-01 11:11:00,82.6041,163.1213
2022-01-01 11:12:00,80.908,164.6833
2022-01-01 11:13:00,77.5613,165.7213
2022-01-01 11:14:00,75.4421,166.8655
2022-01-01 11:15:00,77.7933,167.9621
2022-01-01 11:16:00,80.6324,163.4724
2022-01-01 11:17:00,83.8815,164.0935
2022-01-01 11:18:00,86.2134,167.55
2022-01-01 11:19:00,88.587,167.0132
2022-01-01 11:20:00,89.7185,165.7575
2022-01-01 11:21:00,88.3975,165.4035
2022-01-01 11:22:00,85.9587,167.2345
2022-01-01 11:23:00,86.4412,170.8265
2022-01-01 11:24:00,85.4673,174.6281
2022-01-01 11:25:00,84.6836,177.753
2022-01-01 11:26:00,85.5708,176.6492
2022-01-01 11:27:00,85.1509,176.9129
2022-01-01 11:28:00,85.5725,178.8144
2022-01-01 11:29:00,83.7417,179.2239
2022-01-01 11:30:00,81.9431,178.9728
2022-01-01 11:31:00,79.7798,180.7869
2022-01-01 11:32:00,79.573,183.57
2022-01-01 11:33:00,80.2847,184.6263
2022-01-01 11:34:00,81.4341,180.8857
2022-01-01 11:35:00,81.8232,175.2163
2022-01-01 11:36:00,82.796,170.2581
2022-01-01 11:37:00,82.051,168.4732
2022-01-01 11:38:00,80.7773,169.3713
2022-01-01 11:39:00,81.2398,171.4249
2022-01-01 11:40:00,81.2122,175.3273
2022-01-01 11:41:00,79.6232,178.1184
2022-01-01 11:42:00,78.7115,175.6156
2022-01-01 11:43:00,80.7328,176.6835
2022-01-01 11:44:00,81.3956,182.8418
2022-01-01 11:45:00,81.819,187.7582
2022-01-01 11:46:00,83.47,190.5596
2022-01-01 11:47:00,86.4847,194.8185
2022-01-01 11:48:00,88.9324,195.8657
2022-01-01 11:49:00,89.7253,197.3114
2022-01-01 11:50:00,91.835,199.1574
2022-01-01 11:51:00,91.9762,199.2919
2022-01-01 11:52:00,95.9745,194.0636
2022-01-01 11:53:00,96.9185,188.6503
2022-01-01 11:54:00,99.068,188.2789
2022-01-01 11:55:00,98.8615,190.8119
2022-01-01 11:56:00,101.2987,191.5671
2022-01-01 11:57:00,98.515,192.6591
2022-01-01 11:58:00,95.8597,192.9048
2022-01-01 11:59:00,91.3403,192.2204
2022-01-01 12:00:00,87.024,190.6749
2022-01-01 12:01:00,85.7139,189.7668
2022-01-01 12:02:00,88.3761,190.9482
2022-01-01 12:03:00,88.5883,193.1667
2022-01-01 12:04:00,88.4065,195.2392
2022-01-01 12:05:00,90.5009,195.031
2022-01-01 12:06:00,91.3385,193.6234
2022-01-01 12:07:00,92.2144,193.0636
2022-01-01 12:08:00,89.1886,191.7193
2022-01-01 12:09:00,88.6304,189.8602
2022-01-01 12:10:00,86.2644,189.7716
2022-01-01 12:11:00,84.7097,189.0901
2022-01-01 12:12:00,83.8418,188.1989
2022-01-01 12:13:00,81.2279,186.1947
2022-01-01 12:14:00,81.5674,186.1278
2022-01-01 12:15:00,82.447,187.2314
2022-01-01 12:16:00,83.2546,188.3757
2022-01-01 12:17:00,84.3044,187.8086
2022-01-01 12:18:00,83.0884,189.5351
2022-01-01 12:19:00,79.1937,191.6306
2022-01-01 12:20:00,79.5087,192.694
2022-01-01 12:21:00,80.7585,194.6879
2022-01-01 12:22:00,85.012,199.9545
2022-01-01 12:23:00,86.9197,198.6249
2022-01-01 12:24:00,86.327,196.8005
2022-01-01 12:25:00,85.0068,196.4022
2022-01-01 12:26:00,83.0918,194.2558
2022-01-01 12:27:00,81.6751,190.0072
2022-01-01 12:28:00,78.3404,192.4012
2022-01-01 12:29:00,73.7018,195.1375
2022-01-01 12:30:00,70.6816,198.1125
2022-01-01 12:31:00,69.5662,201.5566
2022-01-01 12:32:00,68.2788,200.734
2022-01-01 12:33:00,69.3566,200.2191
2022-01-01 12:34:00,69.9154,201.5236
2022-01-01 12:35:00,69.2545,202.9941
2022-01-01 12:36:00,69.1421,205.0883
2022-01-01 12:37:00,69.4615,203.2475
2022-01-01 12:38:00,72.4985,203.7795
2022-01-01 12:39:00,71.6237,206.4491
2022-01-01 12:40:00,72.5195,207.0267
2022-01-01 12:41:00,69.9976,209.6323
2022-01-01 12:42:00,64.6096,212.9296
2022-01-01 12:43:00,58.7219,214.1676
2022-01-01 12:44:00,56.3302,216.8224
2022-01-01 12:45:00,56.0922,218.6248
2022-01-01 12:46:00,57.9385,220.8564
2022-01-01 12:47:00,55.6226,223.9596
2022-01-01 12:48:00,52.7811,221.6042
2022-01-01 12:49:00,49.3731,223.256
2022-01-01 12:50:00,45.8171,227.457
2022-01-01 12:51:00,42.6219,230.2583
2022-01-01 12:52:00,39.4736,230.4257
2022-01-01 12:53:00,39.1056,232.0775
2022-01-01 12:54:00,38.5677,228.9925
2022-01-01 12:55:00,37.8604,226.1392
2022-01-01 12:56:00,36.9391,225.7023
2022-01-01 12:57:00,37.4568,227.2276
2022-01-01 12:58:00,38.8781,225.8987
2022-01-01 12:59:00,41.5943,224.6463
2022-01-01 13:00:00,43.9011,224.7744
2022-01-01 13:01:00,46.9887,224.1398
2022-01-01 13:02:00,52.1801,222.0842
2022-01-01 13:03:00,55.3892,221.5416
2022-01-01 13:04:00,55.5246,219.68
2022-01-01 13:05:00,52.9818,217.887
2022-01-01 13:06:00,49.906,213.8007
2022-01-01 13:07:00,48.4578,209.2503
2022-01-01 13:08:00,51.0053,206.5155
2022-01-01 13:09:00,51.7016,207.2141
2022-01-01 13:10:00,55.5495,206.6575
2022-01-01 13:11:00,57.8969,203.8429
2022-01-01 13:12:00,57.2767,201.9968
2022-01-01 13:13:00,55.4853,203.4054
2022-01-01 13:14:00,53.8679,207.9136
2022-01-01 13:15:00,53.0319,210.5058
2022-01-01 13:16:00,51.8936,208.204
2022-01-01 13:17:00,51.2512,203.8596
2022-01-01 13:18:00,53.6902,201.7015
2022-01-01 13:19:00,56.9179,197.5031
